Timestamp,User,Message,Message_long
2024-05-09 15:12:55+00:00,KaliYuga03,even liked men in black,23
2024-05-09 15:12:59+00:00,dima_wallhacks,TriJam,6
2024-05-09 15:13:09+00:00,bigassmatt,Zendayas fit,12
2024-05-09 15:13:41+00:00,wassim_markovic,@dima_wallhacks big love dima,29
2024-05-09 15:13:48+00:00,Typhu25,fuck you,8
2024-05-09 15:13:49+00:00,bigassmatt,lana had a cool dress too,25
2024-05-09 15:14:07+00:00,Risc__V,yo,2
2024-05-09 15:14:26+00:00,blakbilt,Hello miss shiny forehead hi,28
2024-05-09 15:14:41+00:00,gyllenc,Tyla,4
2024-05-09 15:14:43+00:00,bigassmatt,make me water?,14
2024-05-09 15:14:43+00:00,1206paul_,tayla,5
2024-05-09 15:14:49+00:00,Typhu25,what game are you playing with g,32
2024-05-09 15:14:51+00:00,Typhu25,spit it out,11
2024-05-09 15:14:57+00:00,HippoBippo_,catDespair,10
2024-05-09 15:14:58+00:00,1206paul_,she slayed and served and murdered everyone with her looks,58
2024-05-09 15:15:14+00:00,Martin_Gales,english only @edinhaxhiu144,27
2024-05-09 15:15:29+00:00,Martin_Gales,he told us everything,21
2024-05-09 15:15:37+00:00,dima_wallhacks,no snitches TriJam,18
2024-05-09 15:15:38+00:00,Typhu25,donowall,8
2024-05-09 15:15:51+00:00,cerealkiller3214,what are you going to do today?,31
2024-05-09 15:15:54+00:00,Typhu25,it was a skibidi toilet,23
2024-05-09 15:15:58+00:00,Typhu25,get it?,7
2024-05-09 15:15:58+00:00,StreamElements,Want to keep the conversation going? Join the discord here: https://discord.gg/NprKmrBWPy,89
2024-05-09 15:16:00+00:00,djawedev,wasnt that like a tiktok trend ?,32
2024-05-09 15:16:02+00:00,blakbilt,Who you talking to? we are gamers we dint watch that,52
2024-05-09 15:16:05+00:00,MONCASREEEE,is that an event where they just dress up or does anything actually happen?,75
2024-05-09 15:16:10+00:00,bigassmatt,he was a bard from baldurs gate,31
2024-05-09 15:16:14+00:00,sixthbyaku,guess which compilation I saw you on,36
2024-05-09 15:16:15+00:00,klimzaa,gkey leaked it mhm,18
2024-05-09 15:16:18+00:00,gkey,dude i leaked it omE,20
2024-05-09 15:16:31+00:00,jckxk,NAHHH,5
2024-05-09 15:16:34+00:00,Typhu25,he did omEE,11
2024-05-09 15:16:37+00:00,Martin_Gales,he did mhm,10
2024-05-09 15:16:39+00:00,SoundAlerts,thebigdogjay played METAL PIPE for 225 Bits!,44
2024-05-09 15:16:41+00:00,Martin_Gales,nt* mhm,7
2024-05-09 15:16:41+00:00,klimzaa,OMEYES,6
2024-05-09 15:16:43+00:00,KaliYuga03,Do you use garlic shampoo,25
2024-05-09 15:16:47+00:00,thebigdogjay,Pipege,6
2024-05-09 15:16:47+00:00,blakbilt,omE,3
2024-05-09 15:16:48+00:00,djawedev,noice,5
2024-05-09 15:16:58+00:00,alfie_s0l0m0ns,hi doro,7
2024-05-09 15:16:58+00:00,MadLeds,Pipege Clap,11
2024-05-09 15:17:05+00:00,Substen,"Substen subscribed at Tier 3. They've subscribed for 13 months, currently on a 13 month streak! yo yo",101
2024-05-09 15:17:05+00:00,gkey,Tomfoolery just kidding,23
2024-05-09 15:17:06+00:00,Risc__V,whats a gawla,13
2024-05-09 15:17:21+00:00,dima_wallhacks,what is that alert omE,22
2024-05-09 15:17:37+00:00,thebigdogjay,@gkey Got me this thyme jammersOMEGADANCE,41
2024-05-09 15:17:58+00:00,StreamElements,REACTING to OW Cinematics for the first time -> https://youtu.be/T0FOSsRqLDs?si=uivZA_b-m60l4Gzh,96
2024-05-09 15:18:08+00:00,bigassmatt,ResidentSleeper,15
2024-05-09 15:18:16+00:00,osmouniir,Yooo is this live?,18
2024-05-09 15:18:18+00:00,mackenzie58,ResidentSleeper,15
2024-05-09 15:18:21+00:00,NoWorriesMATE_,balensijogga,12
2024-05-09 15:18:24+00:00,Eyght,Furiosa ad. Foreshadowing?  gbbBrows,36
2024-05-09 15:18:25+00:00,Martin_Gales,@osmouniir no,13
2024-05-09 15:18:32+00:00,Risc__V,"oh met gala, not gawla, so interesting ResidentSleeper",54
2024-05-09 15:18:41+00:00,Martin_Gales,!game cs,8
2024-05-09 15:18:41+00:00,StreamElements,"@Martin_Gales changed the game to ""Counter-Strike""!",51
2024-05-09 15:18:43+00:00,osmouniir,@Martin_Gales prerecorded?,26
2024-05-09 15:18:44+00:00,mackenzie58,doro Fenerbahce or galatasaray?,31
2024-05-09 15:18:44+00:00,djawedev,yoyning me ?,12
2024-05-09 15:18:50+00:00,Martin_Gales,@osmouniir yes,14
2024-05-09 15:18:56+00:00,KaliYuga03,I like your accent,18
2024-05-09 15:18:56+00:00,blakbilt,classic,7
2024-05-09 15:19:01+00:00,Krompus,you have a nice accent :),25
2024-05-09 15:19:08+00:00,jckxk,paidchatter,11
2024-05-09 15:19:11+00:00,memerboy,!giveaway,9
2024-05-09 15:19:12+00:00,Eyght,Say cheap and sheep and children,32
2024-05-09 15:19:14+00:00,Krompus,j = y,5
2024-05-09 15:19:15+00:00,KaliYuga03,It's cringe when swedish people are demanded to speak like an american,70
2024-05-09 15:19:15+00:00,memerboy,-.-,3
2024-05-09 15:19:16+00:00,osmouniir,i ilike your accent lol,23
2024-05-09 15:19:16+00:00,Risc__V,COPIUM,6
2024-05-09 15:19:18+00:00,sixthbyaku,btw you had 2 vids appear on noobhunter - but they were not bad plays,69
2024-05-09 15:19:19+00:00,Krompus,yump,4
2024-05-09 15:19:24+00:00,memerboy,do you drink tap water? @dorozea,32
2024-05-09 15:19:28+00:00,roxa0,hi doro and chat,16
2024-05-09 15:19:29+00:00,finIsReal,hello,5
2024-05-09 15:19:30+00:00,Krompus,yay sounds,10
2024-05-09 15:19:36+00:00,dima_wallhacks,the jee,7
2024-05-09 15:19:36+00:00,jckxk,yay cee,7
2024-05-09 15:19:39+00:00,djawedev,th j and r,10
2024-05-09 15:19:42+00:00,Risc__V,z and r are fucked ngl,22
2024-05-09 15:19:42+00:00,KaliYuga03,say chit chat,13
2024-05-09 15:19:44+00:00,Martin_Gales,why did anyone submit the doro roar clip?,41
2024-05-09 15:19:45+00:00,Eyght,Djoin,5
2024-05-09 15:19:48+00:00,memerboy,when do you go offline? @dorozea,32
2024-05-09 15:19:57+00:00,Martin_Gales,and why did noobhunter add it,29
2024-05-09 15:19:57+00:00,KaliYuga03,shit shat,9
2024-05-09 15:20:07+00:00,balintboss,ready to watch o7,17
2024-05-09 15:20:11+00:00,sixthbyaku,YES U ARE,9
2024-05-09 15:20:12+00:00,Martin_Gales,BANTIES POSTED IT YESTERDAY,27
2024-05-09 15:20:14+00:00,sixthbyaku,2 CLIPS,7
2024-05-09 15:20:15+00:00,blakbilt,uh oh omE,9
2024-05-09 15:20:16+00:00,Risc__V,noobhunter regular classic,26
2024-05-09 15:20:23+00:00,1206paul_,its the one that i showed you yesterday,39
2024-05-09 15:20:24+00:00,sixthbyaku,BUT IT WASNT BAD PLAYS,22
2024-05-09 15:20:24+00:00,Martin_Gales,BAD STREAMER DOESNT EVEN READ HER OWN DISCORD,45
2024-05-09 15:20:25+00:00,balintboss,ye 2 clip LUL,13
2024-05-09 15:20:27+00:00,zaxkyyy_,lmaoo,5
2024-05-09 15:20:38+00:00,cerealkiller3214,did you watch semifinal of Eurovision?,38
2024-05-09 15:20:39+00:00,Typhu25,skibidi toilet rizz!,20
2024-05-09 15:20:41+00:00,klimzaa,Reacting average noobhunter video,33
2024-05-09 15:20:42+00:00,klimzaa,brb,3
2024-05-09 15:20:48+00:00,sixthbyaku,yea LOL,7
2024-05-09 15:20:49+00:00,Banties1g,theres 2 in 1 vid,17
2024-05-09 15:20:50+00:00,jckxk,LOL,3
2024-05-09 15:20:53+00:00,akitox1c,xdd,3
2024-05-09 15:20:55+00:00,blakbilt,bro you dint say that pls,25
2024-05-09 15:20:55+00:00,Martin_Gales,I wrote it,10
2024-05-09 15:20:58+00:00,Martin_Gales,Sadding,7
2024-05-09 15:20:58+00:00,Krompus,🦁,1
2024-05-09 15:20:58+00:00,akitox1c,LOL,3
2024-05-09 15:21:00+00:00,Eyght,that girl is freaky,19
2024-05-09 15:21:07+00:00,The_Astrum_Guardian,What's up sleepy heads?,23
2024-05-09 15:21:09+00:00,balintboss,Kappa,5
2024-05-09 15:21:10+00:00,Krompus,🐈,1
2024-05-09 15:21:13+00:00,blakbilt,Blame it on the chat again classic,34
2024-05-09 15:21:13+00:00,sixthbyaku,and the other one was some weird soundline in game,50
2024-05-09 15:21:14+00:00,djawedev,yeah right,10
2024-05-09 15:21:17+00:00,Martin_Gales,YES IT WAS I WHO WROTE IT Sadding,33
2024-05-09 15:21:19+00:00,sixthbyaku,and your face was like WTF,26
2024-05-09 15:21:22+00:00,sixthbyaku,and you just left the game lol,30
2024-05-09 15:21:36+00:00,Banties1g,the clip of kragie reacting to it,33
2024-05-09 15:21:42+00:00,osmouniir,maybe stop clipfarming,22
2024-05-09 15:21:42+00:00,akitox1c,"Stop mew mew, et's roar out loud",32
2024-05-09 15:21:45+00:00,sixthbyaku,oh yea kragie,13
2024-05-09 15:21:46+00:00,djawedev,double rekt is crazy,20
2024-05-09 15:21:48+00:00,akitox1c,HypeMwah,8
2024-05-09 15:22:03+00:00,Banties1g,used to be a cracked tracer HEHE,32
2024-05-09 15:22:05+00:00,sixthbyaku,but that clip was funny,23
2024-05-09 15:22:19+00:00,Martin_Gales,"im gonna stop feeding him content, its my clips mhm",51
2024-05-09 15:22:20+00:00,sixthbyaku,but it wasnt about you being shit so its ok,43
2024-05-09 15:22:24+00:00,Martin_Gales,so i will stop clipping mhm,27
2024-05-09 15:22:38+00:00,Martin_Gales,yes i will stop mhm,19
2024-05-09 15:22:41+00:00,sixthbyaku,it was some guy's weird sombra voiceline,40
2024-05-09 15:22:58+00:00,balintboss,"noobhunter 90% just Stare he need to readct harder, boring video",64
2024-05-09 15:23:07+00:00,Eyght,what does alt+x do again?,25
2024-05-09 15:23:13+00:00,sixthbyaku,@balintboss yea real,20
2024-05-09 15:23:30+00:00,sixthbyaku,"he has, but he had to addd in reachtions because YT is demonetising his content",79
2024-05-09 15:23:38+00:00,sixthbyaku,reactions*,10
2024-05-09 15:24:09+00:00,ernest_tr,Go CS please,12
2024-05-09 15:24:12+00:00,sixthbyaku,so that you wld play OW,23
2024-05-09 15:24:47+00:00,ammoke,hi,2
2024-05-09 15:24:55+00:00,dima_wallhacks,there's been like 3 instances of pro's crashing during important rounds in the last 2 months,92
2024-05-09 15:25:38+00:00,1206paul_,i dont even remember how we fixed it,36
2024-05-09 15:25:47+00:00,PrEgemen,hi,2
2024-05-09 15:25:58+00:00,StreamElements,Want to keep the conversation going? Join the discord here: https://discord.gg/NprKmrBWPy,89
2024-05-09 15:26:05+00:00,balintboss,I can fill o7,13
2024-05-09 15:26:06+00:00,Martin_Gales,solo it mhm,11
2024-05-09 15:26:08+00:00,blakbilt,surely,6
2024-05-09 15:26:12+00:00,sixthbyaku,will you play ow today,22
2024-05-09 15:26:25+00:00,balintboss,PepeLaugh,9
2024-05-09 15:26:30+00:00,Martin_Gales,Still not a bottle,18
2024-05-09 15:26:41+00:00,dima_wallhacks,yug,3
2024-05-09 15:26:45+00:00,Eyght,Drinking plant water,20
2024-05-09 15:26:48+00:00,jckxk,bro just buy a bottle,21
2024-05-09 15:26:51+00:00,aR71xx,moldy,5
2024-05-09 15:26:55+00:00,blakbilt,nasty ah mold water,19
2024-05-09 15:26:57+00:00,1nittsickooo,babyface,8
2024-05-09 15:26:58+00:00,StreamElements,Twitter:  https://twitter.com/dorozeaxd  TikTok:  https://tiktok.com/@dorozea Instagram:  https://www.instagram.com/dorozeaxd/   YouTube: https://www.youtube.com/watch?v=Y42m-Y3PZ9s&ab_channel=Dorozea,200
2024-05-09 15:27:05+00:00,Risc__V,@blakbilt omE,13
2024-05-09 15:27:20+00:00,blakbilt,Bruh most of EU has good tap water,34
2024-05-09 15:27:23+00:00,KaliYuga03,Did you ever drink or eat something old/disgusting by mistake?,62
2024-05-09 15:27:34+00:00,Martin_Gales,warm water contains legionella dont drink it mhm,48
2024-05-09 15:27:38+00:00,Martin_Gales,unless you boil it mhm,22
2024-05-09 15:27:42+00:00,sixthbyaku,Singapore also,14
2024-05-09 15:27:46+00:00,kunmilan99,"hi doroo, what up?",18
2024-05-09 15:27:53+00:00,Eyght,"I don't need to drink hot water, I'm already hot enough.  ChewyYAY",66
2024-05-09 15:28:05+00:00,blakbilt,THIS milk,9
2024-05-09 15:28:06+00:00,KaliYuga03,D:,2
2024-05-09 15:28:10+00:00,roxa0,@Eyght  Flirt,13
2024-05-09 15:28:13+00:00,dima_wallhacks,W OMEGALUL RK,13
2024-05-09 15:28:38+00:00,Martin_Gales,she didnt wanna flip burgers that day o7,40
2024-05-09 15:28:59+00:00,Krompus,moni,4
2024-05-09 15:28:59+00:00,Eyght,You'll get a brain worm and it will die of starvation.,54
2024-05-09 15:29:00+00:00,sixthbyaku,Whats your dream job,20
2024-05-09 15:29:20+00:00,Martin_Gales,english only,12
2024-05-09 15:29:22+00:00,dima_wallhacks,that fucks with your mental tho,31
2024-05-09 15:29:25+00:00,xx_zutt_xx,bro i once put a used snus in a can n forgot about it and took a sip..,70
2024-05-09 15:29:27+00:00,sixthbyaku,"if you are so rich that you dont have to work, then waht will u do everyday?",76
2024-05-09 15:29:31+00:00,KaliYuga03,that's called socialbidrag neet life,36
2024-05-09 15:29:34+00:00,ozen0416,hey,3
2024-05-09 15:29:40+00:00,ozen0416,ozen0416 subscribed with Prime. ,32
2024-05-09 15:29:52+00:00,xx_zutt_xx,yee..,5
2024-05-09 15:29:57+00:00,xx_zutt_xx,pepsi,5
2024-05-09 15:30:07+00:00,xx_zutt_xx,n snus juice:),14
2024-05-09 15:30:19+00:00,Risc__V,wow making fun of peoples accent......,38
2024-05-09 15:30:21+00:00,Martin_Gales,@xx_zutt_xx eww,15
2024-05-09 15:30:24+00:00,Martin_Gales,pepsi is bad,12
2024-05-09 15:30:27+00:00,KaliYuga03,I put a few snus in my grandpas coffee as a kid and watched him drink it FeelsWowMan,84
2024-05-09 15:30:29+00:00,Krompus,@xx_zutt_xx snuice,18
2024-05-09 15:30:29+00:00,Eyght,@KaliYuga03 for Doro it's called whalefare,42
2024-05-09 15:30:32+00:00,smithcroc,hello hello,11
2024-05-09 15:30:39+00:00,xx_zutt_xx,noo but ettan orginal,21
2024-05-09 15:30:42+00:00,Martin_Gales,@ixbimcher english only,23
2024-05-09 15:30:50+00:00,PiccoloScavatoreBianco,HeyGuys,7
2024-05-09 15:30:57+00:00,sixthbyaku,TOP500 LETS GO,14
2024-05-09 15:30:59+00:00,memerboy,do you think smoking weed is cringe?,36
2024-05-09 15:31:05+00:00,klimzaa,?,1
2024-05-09 15:31:18+00:00,KaliYuga03,analbanian aim,14
2024-05-09 15:31:26+00:00,Risc__V,imagine playing ow for 50 years everyday Aware,46
2024-05-09 15:31:26+00:00,memerboy,Do you watch WarOwl on YouTube?,31
2024-05-09 15:31:27+00:00,klimzaa,] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ]  ] ] ] ],475
2024-05-09 15:31:31+00:00,klimzaa,idk if this will wokr,21
2024-05-09 15:31:39+00:00,klimzaa,-5k,3
2024-05-09 15:31:40+00:00,klimzaa,OMEYES,6
2024-05-09 15:31:40+00:00,jckxk,dot,3
2024-05-09 15:32:01+00:00,Trizze,Dr Ozea NOWAYING,16
2024-05-09 15:32:05+00:00,memerboy,"yeah yeah, what ever. I'm over it",33
2024-05-09 15:32:12+00:00,Martin_Gales,"doro got tired of tf2 she will get tired of ow2 aswell, just give it 4k hours",77
2024-05-09 15:32:27+00:00,The_Astrum_Guardian,@martin_gales lol,17
2024-05-09 15:32:30+00:00,memerboy,Swedish logic,13
2024-05-09 15:32:32+00:00,wasup1337,"wasup1337 subscribed at Tier 1. They've subscribed for 2 months, currently on a 2 month streak! wasuuuuuuuuuuup dorozeaDoroPogShake dorozeaDoroPogShake dorozeaDoroPogShake",171
2024-05-09 15:32:33+00:00,KaliYuga03,Smoking is so much more satisfying and relaxing,47
2024-05-09 15:32:34+00:00,Martin_Gales,yes zyn is so common,20
2024-05-09 15:32:41+00:00,sixthbyaku,yea new heros and stuff,23
2024-05-09 15:32:43+00:00,Martin_Gales,even outside of sweden,22
2024-05-09 15:32:43+00:00,walnutNESS,i have 4k hours on cs,21
2024-05-09 15:32:46+00:00,walnutNESS,no life,7
2024-05-09 15:32:54+00:00,The_Astrum_Guardian,Only 4k hrs? Definitely ticktock brain,38
2024-05-09 15:32:58+00:00,StreamElements,REACTING to OW Cinematics for the first time -> https://youtu.be/T0FOSsRqLDs?si=uivZA_b-m60l4Gzh,96
2024-05-09 15:32:59+00:00,Eyght,TF2 has so many hats,20
2024-05-09 15:33:10+00:00,walnutNESS,walnutNESS subscribed with Prime. ,34
2024-05-09 15:33:19+00:00,memerboy,I only started smoking to get use of my balcony. otherwise I never used it,74
2024-05-09 15:33:23+00:00,KaliYuga03,"just sitting and watching the sky/stars and thinking while smoking, cant do that with snus",90
2024-05-09 15:33:26+00:00,Trizze,my only addiction is ben & jerry spongePls,42
2024-05-09 15:33:27+00:00,klimzaa,scam train Pog,14
